gene_callers_id	source	accession	function	e_value
705	GENBANK_LOCUS_TAG	SAUSA300_RS03770	SAUSA300_RS03770	0
705	COG24_FUNCTION	COG1984	5-oxoprolinase subunit C/Allophanate hydrolase subunit 2 (PxpC) (PDB:3MML) (PUBMED:28830929;40342073)	7.89e-248
705	COG24_CATEGORY	E	Amino acid transport and metabolism	0
705	Pfam	PF02626.21	Carboxyltransferase domain, subdomain A and B 	1.3e-73
706	prodigal	WP_000098285.1	polyglycerol-phosphate lipoteichoic acid synthase LtaS (ltaS)	0
706	GENBANK_LOCUS_TAG	SAUSA300_RS03775	SAUSA300_RS03775	0
706	COG24_FUNCTION	COG1368	Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily (MdoB) (PDB:3LXQ)	0
706	COG24_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
706	KOfam	K19005	lipoteichoic acid synthase [EC:2.7.8.20]	1.6e-238
706	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00552 Teichoic acid biosynthesis [PATH:ko00552]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.20  phosphatidylglycerol---membrane-oligosaccharide glycerophosphotransferase	0.0
706	Pfam	PF27449.1	Lipoteichoic acid synthase N-terminal domain	3.2e-70
706	Pfam	PF00884.29	Sulfatase	8.1e-40
707	prodigal	WP_000525112.1	ABC-F family ATP-binding cassette domain-containing protein	0
707	GENBANK_LOCUS_TAG	SAUSA300_RS03785	SAUSA300_RS03785	0
707	COG24_FUNCTION	COG0488	ABC cassette proteins with duplicated ATPase domains, Uup/ABCF family (Uup) (PDB:5ZXD) (PUBMED:30597160;38349882;38943426)	0
707	COG24_CATEGORY	J!!!L	Translation, ribosomal structure and biogenesis!!!Replication, recombination and repair	0
707	KOfam	K15738	ABC transport system ATP-binding/permease protein	1.3e-232
707	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, eukaryotic type>>>Other subfamilies>>>Other ABC transporters	0.0
707	Pfam	PF13304.13	AAA domain, putative AbiEii toxin, Type IV TA system	7.9e-14
707	Pfam	PF13555.13	P-loop containing region of AAA domain	2.3e-07
707	Pfam	PF00005.34	ABC transporter	2.1e-50
707	Pfam	PF16326.11	ABC transporter C-terminal domain	7e-13
707	Pfam	PF12848.14	ABC transporter	1.6e-12
707	Pfam	PF01926.30	50S ribosome-binding GTPase	4.1e-08
707	Pfam	PF02463.26	RecF/RecN/SMC N terminal domain	4.4e-12
708	prodigal	WP_000983677.1	DNA helicase RecQ (recQ)	0
708	GENBANK_LOCUS_TAG	SAUSA300_RS03790	SAUSA300_RS03790	0
708	COG24_FUNCTION	COG0514	Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW)	0
708	COG24_CATEGORY	L	Replication, recombination and repair	0
708	KOfam	K03654	ATP-dependent DNA helicase RecQ [EC:5.6.2.4]	2.3e-204
708	KEGG_BRITE	ko00001!!!ko01000!!!ko03019!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03018 RNA degradation [PATH:ko03018]!!!Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.4  DNA 3'-5' helicase!!!Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>RNA degradosome components>>>Helicases!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHDIR (short-homology-dependent illegitimate recombination)>>>Supressor	0.0
708	Pfam	PF00270.36	DEAD/DEAH box helicase	3.1e-31
708	Pfam	PF00271.38	Helicase conserved C-terminal domain	2.4e-30
708	Pfam	PF00570.29	HRDC domain	5.4e-18
708	Pfam	PF16124.11	RecQ zinc-binding	3.4e-12
708	Pfam	PF04851.22	Type III restriction enzyme, res subunit	2.1e-08
708	Pfam	PF09382.18	RQC domain	9.3e-22
709	prodigal	WP_000589260.1	ABC transporter ATP-binding protein	0
709	GENBANK_LOCUS_TAG	SAUSA300_RS03795	SAUSA300_RS03795	0
709	COG24_FUNCTION	COG1125	ABC-type proline/glycine betaine transport system, ATPase component (OpuBA)	2.92e-234
709	COG24_CATEGORY	E	Amino acid transport and metabolism	0
709	KOfam	K05847	osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]	6.8e-132
709	KEGG_BRITE	ko00001!!!ko01000!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Enzymes>>>7. Translocases>>>7.6  Catalysing the translocation of other compounds>>>7.6.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.6.2.9  ABC-type quaternary amine transporter!!!Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Osmoprotectant transporter	0.0
709	Pfam	PF13304.13	AAA domain, putative AbiEii toxin, Type IV TA system	1e-12
709	Pfam	PF00005.34	ABC transporter	5.1e-36
710	prodigal	WP_000180991.1	ABC transporter permease/substrate-binding protein	0
710	GENBANK_LOCUS_TAG	SAUSA300_RS03800	SAUSA300_RS03800	0
710	COG24_FUNCTION	COG1174!!!COG1732	ABC-type proline/glycine betaine transport system, permease component (OpuBB)!!!Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein) (OsmF) (PDB:4WEP)	0
710	COG24_CATEGORY	E!!!M	Amino acid transport and metabolism!!!Cell wall/membrane/envelope biogenesis	0
710	KOfam	K05845	osmoprotectant transport system substrate-binding protein	1.8e-92
710	KOfam	K05846	osmoprotectant transport system permease protein	1.3e-101
710	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Osmoprotectant transporter	0.0
710	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Osmoprotectant transporter	0.0
710	Pfam	PF00528.28	Binding-protein-dependent transport system inner membrane component	5e-28
710	Pfam	PF04069.18	Substrate binding domain of ABC-type glycine betaine transport system	1e-64
711	prodigal	WP_000663030.1	histidinol-phosphate transaminase (hisC)	0
711	GENBANK_LOCUS_TAG	SAUSA300_RS03805	SAUSA300_RS03805	0
711	COG24_FUNCTION	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase (HisC) (PDB:4R2N)	1.38e-257
711	COG24_CATEGORY	E	Amino acid transport and metabolism	0
711	COG24_PATHWAY	COG0079	Cobalamine/B12 biosynthesis	1.38e-257
711	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	5.3e-107
711	KEGG_Module	M00026	Histidine biosynthesis, PRPP => histidine	0.0
711	KEGG_Class	M00026	Pathway modules; Amino acid metabolism; Histidine metabolism	0.0
711	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko01007	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00340 Histidine metabolism [PATH:ko00340]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00350 Tyrosine metabolism [PATH:ko00350]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00360 Phenylalanine metabolism [PATH:ko00360]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00401 Novobiocin biosynthesis [PATH:ko00401]!!!Enzymes>>>2. Transferases>>>2.6  Transferring nitrogenous groups>>>2.6.1  Transaminases>>>2.6.1.9  histidinol-phosphate transaminase!!!Amino acid related enzymes>>>Aminotransferase (transaminase)>>>Class II	0.0
711	Pfam	PF00155.28	Aminotransferase class I and II	8e-55
711	Pfam	PF00266.26	Aminotransferase class-V	1.3e-05
712	prodigal	WP_000197273.1	5' nucleotidase, NT5C type	0
712	GENBANK_LOCUS_TAG	SAUSA300_RS03810	SAUSA300_RS03810	0
712	COG24_FUNCTION	COG4502	5'(3')-deoxyribonucleotidase (YorC) (PDB:1MH9)	2.39e-129
712	COG24_CATEGORY	F	Nucleotide transport and metabolism	0
712	Pfam	PF06941.18	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)	1.1e-35
713	prodigal	WP_000429014.1	diacylglycerol/lipid kinase family protein	0
713	GENBANK_LOCUS_TAG	SAUSA300_RS03815	SAUSA300_RS03815	0
713	COG24_FUNCTION	COG1597	Phosphatidylglycerol kinase, diacylglycerol kinase family (LCB5) (PDB:2BON) (PUBMED:17351295)	2.65e-220
713	COG24_CATEGORY	I!!!R	Lipid transport and metabolism!!!General function prediction only	0
713	KOfam	K07029	diacylglycerol kinase (ATP) [EC:2.7.1.107]	1.4e-43
713	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.107  diacylglycerol kinase (ATP)	0.0
713	Pfam	PF00781.30	Diacylglycerol kinase catalytic domain	2.8e-29
713	Pfam	PF19279.5	YegS C-terminal NAD kinase beta sandwich-like domain	7.7e-14
714	GENBANK_LOCUS_TAG	SAUSA300_RS03820	SAUSA300_RS03820	0
715	prodigal	WP_000193752.1	peptide MFS transporter	0
715	GENBANK_LOCUS_TAG	SAUSA300_RS03825	SAUSA300_RS03825	0
715	COG24_FUNCTION	COG3104	Dipeptide/tripeptide permease (PTR2) (PDB:2XUT)	0
715	COG24_CATEGORY	E	Amino acid transport and metabolism	0
715	KOfam	K03305	proton-dependent oligopeptide transporter, POT family	5e-144
715	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99977 Transport	0.0
715	Pfam	PF07690.22	Major Facilitator Superfamily	1.9e-20
715	Pfam	PF00854.28	POT family	7.6e-63
716	GENBANK_LOCUS_TAG	SAUSA300_RS15970	SAUSA300_RS15970	0
717	prodigal	WP_000930014.1	preQ(1) synthase (queF)	0
717	GENBANK_LOCUS_TAG	SAUSA300_RS03830	SAUSA300_RS03830	0
717	COG24_FUNCTION	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily (QueFC) (PDB:3BP1) (PUBMED:14660578;17384645)	1.31e-126
717	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
717	COG24_PATHWAY	COG0780	tRNA modification	1.31e-126
717	KOfam	K09457	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	1.8e-69
717	KEGG_Module	M00988	PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine	0.0
717	KEGG_Class	M00988	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
717	KEGG_BRITE	ko00001!!!ko01000!!!ko03016	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00790 Folate biosynthesis [PATH:ko00790]!!!Enzymes>>>1. Oxidoreductases>>>1.7  Acting on other nitrogenous compounds as donors>>>1.7.1  With NAD+ or NADP+ as acceptor>>>1.7.1.13  preQ1 synthase!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Other tRNA modification factors	0.0
717	Pfam	PF14489.12	QueF-like protein	2.1e-34
718	prodigal	WP_001068497.1	DMT family transporter	0
718	GENBANK_LOCUS_TAG	SAUSA300_RS03835	SAUSA300_RS03835	0
718	COG24_FUNCTION	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily (EamA) (PDB:5I20) (PUBMED:11432728;17784858;35495724;35598887)	1.53e-190
718	COG24_CATEGORY	E!!!R	Amino acid transport and metabolism!!!General function prediction only	0
718	KOfam	K28433	solute carrier family 35, member G	2.9e-43
718	KEGG_BRITE	ko02000	Transporters>>>Solute carrier family (SLC)>>>SLC35: Nucleoside-sugar transporter	0.0
718	Pfam	PF00892.27	EamA-like transporter family	6.1e-28
719	prodigal	WP_000692521.1	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI (nrdI)	0
719	GENBANK_LOCUS_TAG	SAUSA300_RS03840	SAUSA300_RS03840	0
719	COG24_FUNCTION	COG1780	Flavodoxin NrdI, NrdF-interacting activator of class Ib ribonucleotide reductase (NrdI) (PDB:1RLJ) (PUBMED:20688982)	2.1e-93
719	COG24_CATEGORY	F	Nucleotide transport and metabolism	0
719	KOfam	K03647	protein involved in ribonucleotide reduction	2.6e-38
719	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99984 Nucleotide metabolism	0.0
719	Pfam	PF07972.17	NrdI Flavodoxin like 	1.2e-37
720	prodigal	WP_000855505.1	class 1b ribonucleoside-diphosphate reductase subunit alpha (nrdE)	0
720	GENBANK_LOCUS_TAG	SAUSA300_RS03845	SAUSA300_RS03845	0
720	COG24_FUNCTION	COG0209	Ribonucleotide reductase alpha subunit (NrdA) (PDB:1R1R)	0
720	COG24_CATEGORY	F	Nucleotide transport and metabolism	0
720	COG24_PATHWAY	COG0209	Pyrimidine salvage	0
720	KOfam	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	3e-141
720	KEGG_Module	M00053!!!M00938	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP!!!Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	0.0
720	KEGG_Class	M00053!!!M00938	Pathway modules; Nucleotide metabolism; Purine metabolism!!!Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	0.0
720	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko03400	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>1. Oxidoreductases>>>1.17  Acting on CH or CH2 groups>>>1.17.4  With a disulfide as acceptor>>>1.17.4.1  ribonucleoside-diphosphate reductase!!!DNA repair and recombination proteins>>>Prokaryotic type>>>Other factors with a suspected DNA repair function>>>Modulation of nucleotide pools	0.0
720	Pfam	PF02867.21	Ribonucleotide reductase, barrel domain	6.4e-162
720	Pfam	PF00317.27	Ribonucleotide reductase, all-alpha domain	5.8e-20
720	Pfam	PF08343.16	Ribonucleotide reductase N-terminal	4.9e-21
721	prodigal	WP_000562498.1	class 1b ribonucleoside-diphosphate reductase subunit beta (nrdF)	0
721	GENBANK_LOCUS_TAG	SAUSA300_RS03850	SAUSA300_RS03850	0
721	COG24_FUNCTION	COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain (NrdB) (PDB:1AV8)	5.25e-236
721	COG24_CATEGORY	F	Nucleotide transport and metabolism	0
721	COG24_PATHWAY	COG0208	Pyrimidine salvage	5.25e-236
721	KOfam	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	7.3e-81
721	KEGG_Module	M00053!!!M00938	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP!!!Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	0.0
721	KEGG_Class	M00053!!!M00938	Pathway modules; Nucleotide metabolism; Purine metabolism!!!Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	0.0
721	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko03400	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>1. Oxidoreductases>>>1.17  Acting on CH or CH2 groups>>>1.17.4  With a disulfide as acceptor>>>1.17.4.1  ribonucleoside-diphosphate reductase!!!DNA repair and recombination proteins>>>Prokaryotic type>>>Other factors with a suspected DNA repair function>>>Modulation of nucleotide pools	0.0
721	Pfam	PF00268.28	Ribonucleotide reductase, small chain	4.1e-69
722	GENBANK_LOCUS_TAG	SAUSA300_RS03860	SAUSA300_RS03860	0
723	prodigal	WP_000876318.1	ABC transporter permease	0
723	GENBANK_LOCUS_TAG	SAUSA300_RS03865	SAUSA300_RS03865	0
723	COG24_FUNCTION	COG4606	ABC-type enterochelin transport system, permease component (CeuB)	5.69e-215
723	COG24_CATEGORY	P	Inorganic ion transport and metabolism	0
723	KOfam	K25284	iron-siderophore transport system permease protein	3.6e-132
723	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Metallic cation, iron-siderophore and vitamin B12 transporters>>>Iron-siderophore transporter	0.0
723	Pfam	PF01032.24	FecCD transport family	2.7e-64
724	prodigal	WP_001245577.1	iron chelate uptake ABC transporter family permease subunit	0
724	GENBANK_LOCUS_TAG	SAUSA300_RS03870	SAUSA300_RS03870	0
724	COG24_FUNCTION	COG4605	ABC-type enterochelin transport system, permease component (CeuC)	4.23e-203
724	COG24_CATEGORY	P	Inorganic ion transport and metabolism	0
724	KOfam	K25283	iron-siderophore transport system permease protein	9.1e-134
724	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Metallic cation, iron-siderophore and vitamin B12 transporters>>>Iron-siderophore transporter	0.0
724	Pfam	PF01032.24	FecCD transport family	2.3e-51
725	prodigal	WP_000616842.1	iron ABC transporter ATP-binding protein	0
725	GENBANK_LOCUS_TAG	SAUSA300_RS03875	SAUSA300_RS03875	0
725	COG24_FUNCTION	COG4604	ABC-type enterochelin transport system, ATPase component (CeuD)	6.05e-175
725	COG24_CATEGORY	P	Inorganic ion transport and metabolism	0
725	KOfam	K25283	iron-siderophore transport system permease protein	9.4e-113
725	KOfam	K02013	iron complex transport system ATP-binding protein [EC:7.2.2.-]	2.3e-80
725	KOfam	K25285	iron-siderophore transport system ATP-binding protein [EC:7.2.2.-]	2.2e-117
725	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Metallic cation, iron-siderophore and vitamin B12 transporters>>>Iron-siderophore transporter	0.0
725	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Metallic cation, iron-siderophore and vitamin B12 transporters>>>Iron complex transporter	0.0
725	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Metallic cation, iron-siderophore and vitamin B12 transporters>>>Iron-siderophore transporter	0.0
725	Pfam	PF13175.13	AAA ATPase domain	9.6e-11
725	Pfam	PF13304.13	AAA domain, putative AbiEii toxin, Type IV TA system	3.9e-11
725	Pfam	PF13476.13	AAA domain	1e-09
725	Pfam	PF00005.34	ABC transporter	2.8e-34
726	prodigal	WP_000754443.1	ferrated catecholamine ABC transporter substrate-binding lipoprotein SstD	0
726	GENBANK_LOCUS_TAG	SAUSA300_RS03880	SAUSA300_RS03880	0
726	COG24_FUNCTION	COG4607	ABC-type enterochelin transport system, periplasmic component (CeuA) (PDB:3ZKW)	6.6e-235
726	COG24_CATEGORY	P	Inorganic ion transport and metabolism	0
726	KOfam	K25282	iron-siderophore transport system substrate-binding protein	1.6e-107
726	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Metallic cation, iron-siderophore and vitamin B12 transporters>>>Iron-siderophore transporter	0.0
726	Pfam	PF01497.24	Periplasmic binding protein	9.2e-33
727	prodigal	WP_001127269.1	CHY zinc finger protein	0
727	GENBANK_LOCUS_TAG	SAUSA300_RS03885	SAUSA300_RS03885	0
727	COG24_FUNCTION	COG4357	Membrane protein assembly factor Hot13, CHY-type Zn-finger domain (Hot13) (PDB:2DKT) (PUBMED:15294910;18787558)	4.89e-81
727	COG24_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
727	Pfam	PF05495.18	CHY zinc finger	6.1e-13
728	prodigal	WP_000608440.1	UDP-N-acetylmuramate dehydrogenase (murB)	0
728	GENBANK_LOCUS_TAG	SAUSA300_RS03890	SAUSA300_RS03890	0
728	COG24_FUNCTION	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase (MurB) (PDB:2MBR)	5.36e-221
728	COG24_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
728	COG24_PATHWAY	COG0812	Mureine biosynthesis	5.36e-221
728	KOfam	K00075	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	5e-106
728	KEGG_Module	M00995	UDP-MurNAc biosynthesis, Fru-6P => UDP-MurNAc	0.0
728	KEGG_Class	M00995	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	0.0
728	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko01011	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]!!!Enzymes>>>1. Oxidoreductases>>>1.3  Acting on the CH-CH group of donors>>>1.3.1  With NAD+ or NADP+ as acceptor>>>1.3.1.98  UDP-N-acetylmuramate dehydrogenase!!!Peptidoglycan biosynthesis and degradation proteins>>>Precursor biosynthesis>>>Transferase/Dehydrogenase	0.0
728	Pfam	PF01565.29	FAD binding domain 	8.9e-28
728	Pfam	PF02873.22	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain	7.9e-37
729	prodigal	WP_000287207.1	GrpB family protein	0
729	GENBANK_LOCUS_TAG	SAUSA300_RS03895	SAUSA300_RS03895	0
729	COG24_FUNCTION	COG2320	GrpB domain, predicted nucleotidyltransferase, UPF0157 family (GrpB) (PDB:6N39)	1.11e-121
729	COG24_CATEGORY	R	General function prediction only	0
729	Pfam	PF04229.21	GrpB protein	2.6e-25
730	prodigal	WP_000724887.1	EMYY motif lipoprotein	0
730	GENBANK_LOCUS_TAG	SAUSA300_RS03900	SAUSA300_RS03900	0
730	Pfam	PF28025.1	EMYY-motif containing lipoprotein	3.9e-104
731	prodigal	WP_000985617.1	bacillithiol system redox-active protein YtxJ (ytxJ)	0
731	GENBANK_LOCUS_TAG	SAUSA300_RS03905	SAUSA300_RS03905	0
731	KOfam	K26959	monothiol bacilliredoxin	1.7e-39
731	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99999 Others	0.0
731	Pfam	PF11009.15	Monothiol bacilliredoxin BrxC	4.3e-34
732	prodigal	WP_000866747.1	glycerate kinase	0
732	GENBANK_LOCUS_TAG	SAUSA300_RS03910	SAUSA300_RS03910	0
732	COG24_FUNCTION	COG1929	Glycerate kinase (GlxK) (PDB:1TO6)	2.85e-268
732	COG24_CATEGORY	G	Carbohydrate transport and metabolism	0
732	COG24_PATHWAY	COG1929	Non-phosphorylated Entner-Doudoroff pathway	2.85e-268
732	KOfam	K00865	glycerate 2-kinase [EC:2.7.1.165]	7.2e-65
732	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.165  glycerate 2-kinase	0.0
732	Pfam	PF02595.21	Glycerate kinase family	7.2e-57
733	prodigal	WP_000795826.1	peptidase T (pepT)	0
733	GENBANK_LOCUS_TAG	SAUSA300_RS03915	SAUSA300_RS03915	0
733	COG24_FUNCTION	COG2195	Di- or tripeptidase (PepD2) (PDB:2QYV)	2.15e-303
733	COG24_CATEGORY	E	Amino acid transport and metabolism	0
733	KOfam	K01258	tripeptide aminopeptidase [EC:3.4.11.4]	4.9e-142
733	KEGG_BRITE	ko01000!!!ko01002	Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.11  Aminopeptidases>>>3.4.11.4  tripeptide aminopeptidase!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M20	0.0
733	Pfam	PF07687.20	Peptidase dimerisation domain	1.2e-14
733	Pfam	PF01546.34	Peptidase family M20/M25/M40	2.7e-13
733	Pfam	PF05343.20	M42 glutamyl aminopeptidase	1.1e-06
734	prodigal	WP_000899890.1	threonine/serine exporter family protein	0
734	GENBANK_LOCUS_TAG	SAUSA300_RS03920	SAUSA300_RS03920	0
734	COG24_FUNCTION	COG3610	Succinate/dicarboxylate exporter YjjB, DUF3815 family (YjjB) (PUBMED:28673128;29395959)	2.75e-109
734	COG24_CATEGORY	C	Energy production and conversion	0
734	Pfam	PF06738.19	Putative threonine/serine exporter	9.1e-10
734	Pfam	PF12821.14	Threonine/Serine exporter, ThrE	7.6e-41
735	prodigal	WP_001113406.1	threonine/serine exporter family protein	0
735	GENBANK_LOCUS_TAG	SAUSA300_RS03925	SAUSA300_RS03925	0
735	COG24_FUNCTION	COG2966	Succinate/dicarboxylate transporter YjjP, DUF1212 family (YjjP) (PUBMED:28673128;29395959)	5.71e-164
735	COG24_CATEGORY	C	Energy production and conversion	0
735	Pfam	PF06738.19	Putative threonine/serine exporter	5.9e-76
735	Pfam	PF12821.14	Threonine/Serine exporter, ThrE	3e-11
736	prodigal	WP_000460983.1	GGDEF domain-containing protein GdpS (gdpS)	0
736	GENBANK_LOCUS_TAG	SAUSA300_RS03930	SAUSA300_RS03930	0
736	COG24_FUNCTION	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)	9.07e-240
736	COG24_CATEGORY	T	Signal transduction mechanisms	0
736	KOfam	K18967	diguanylate cyclase [EC:2.7.7.65]	1.8e-87
736	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.65  diguanylate cyclase	0.0
736	Pfam	PF07694.18	5TMR of 5TMR-LYT	6e-17
