gene_callers_id	source	accession	function	e_value
408	GENBANK_LOCUS_TAG	SAUSA300_RS02190	SAUSA300_RS02190	0
409	prodigal	WP_000669519.1	myeloperoxidase inhibitor SPIN (spn)	0
409	GENBANK_LOCUS_TAG	SAUSA300_RS02195	SAUSA300_RS02195	0
410	prodigal	WP_047335196.1	tandem-type lipoprotein Lpl1 (lpl1)	0
410	GENBANK_LOCUS_TAG	SAUSA300_RS02200	SAUSA300_RS02200	0
411	prodigal	WP_001269759.1	tandem-type lipoprotein Lpl2 (lpl2)	0
411	GENBANK_LOCUS_TAG	SAUSA300_RS02205	SAUSA300_RS02205	0
412	prodigal	WP_000971990.1	tandem-type lipoprotein Lpl4 (lpl4)	0
412	GENBANK_LOCUS_TAG	SAUSA300_RS02215	SAUSA300_RS02215	0
413	prodigal	WP_000835992.1	tandem-type lipoprotein Lpl5 (lpl5)	0
413	GENBANK_LOCUS_TAG	SAUSA300_RS02220	SAUSA300_RS02220	0
414	prodigal	WP_000456139.1	tandem-type lipoprotein Lpl6 (lpl6)	0
414	GENBANK_LOCUS_TAG	SAUSA300_RS02225	SAUSA300_RS02225	0
415	prodigal	WP_000649608.1	tandem-type lipoprotein Lpl7 (lpl7)	0
415	GENBANK_LOCUS_TAG	SAUSA300_RS02230	SAUSA300_RS02230	0
416	prodigal	WP_001797296.1	tandem-type lipoprotein Lpl8 (lpl8)	0
416	GENBANK_LOCUS_TAG	SAUSA300_RS02235	SAUSA300_RS02235	0
417	prodigal	WP_000835976.1	tandem-type lipoprotein Lpl9 (lpl9)	0
417	GENBANK_LOCUS_TAG	SAUSA300_RS02240	SAUSA300_RS02240	0
418	prodigal	WP_001801842.1	tandem-type lipoprotein Lpl10 (lpl10)	0
418	GENBANK_LOCUS_TAG	SAUSA300_RS02245	SAUSA300_RS02245	0
419	GENBANK_LOCUS_TAG	SAUSA300_RS02250	SAUSA300_RS02250	0
420	GENBANK_LOCUS_TAG	SAUSA300_RS02255	SAUSA300_RS02255	0
421	GENBANK_LOCUS_TAG	SAUSA300_RS02260	SAUSA300_RS02260	0
422	GENBANK_LOCUS_TAG	SAUSA300_RS02265	SAUSA300_RS02265	0
423	prodigal	WP_001062982.1	GTP-binding protein	0
423	GENBANK_LOCUS_TAG	SAUSA300_RS02270	SAUSA300_RS02270	0
424	GENBANK_LOCUS_TAG	SAUSA300_RS16070	SAUSA300_RS16070	0
425	prodigal	WP_014532416.1	phenol-soluble modulin PSM-alpha-4	0
425	GENBANK_LOCUS_TAG	SAUSA300_RS15730	SAUSA300_RS15730	0
426	prodigal	WP_014373779.1	phenol-soluble modulin PSM-alpha-3	0
426	GENBANK_LOCUS_TAG	SAUSA300_RS15090	SAUSA300_RS15090	0
427	prodigal	WP_014373780.1	phenol-soluble modulin PSM-alpha-2	0
427	GENBANK_LOCUS_TAG	SAUSA300_RS15735	SAUSA300_RS15735	0
428	prodigal	WP_014373781.1	phenol-soluble modulin PSM-alpha-1	0
428	GENBANK_LOCUS_TAG	SAUSA300_RS15740	SAUSA300_RS15740	0
429	prodigal	WP_000948279.1	NADH dehydrogenase subunit 5	0
429	GENBANK_LOCUS_TAG	SAUSA300_RS02280	SAUSA300_RS02280	0
430	prodigal	WP_000211543.1	DUF2309 domain-containing protein	0
430	GENBANK_LOCUS_TAG	SAUSA300_RS02285	SAUSA300_RS02285	0
431	prodigal	WP_000831495.1	DUF2294 domain-containing protein	0
431	GENBANK_LOCUS_TAG	SAUSA300_RS02290	SAUSA300_RS02290	0
432	GENBANK_LOCUS_TAG	SAUSA300_RS15095	SAUSA300_RS15095	0
433	prodigal	WP_000565820.1	phosphatase PAP2 family protein	0
433	GENBANK_LOCUS_TAG	SAUSA300_RS02300	SAUSA300_RS02300	0
434	prodigal	WP_001220813.1	alpha/beta hydrolase	0
434	GENBANK_LOCUS_TAG	SAUSA300_RS02305	SAUSA300_RS02305	0
435	GENBANK_LOCUS_TAG	SAUSA300_RS02310	SAUSA300_RS02310	0
436	prodigal	WP_000828726.1	sodium-dependent transporter	0
436	GENBANK_LOCUS_TAG	SAUSA300_RS02315	SAUSA300_RS02315	0
437	prodigal	WP_000634105.1	PLP-dependent cysteine synthase family protein	0
437	GENBANK_LOCUS_TAG	SAUSA300_RS02320	SAUSA300_RS02320	0
438	prodigal	WP_001036663.1	bifunctional cystathionine gamma-lyase/homocysteine desulfhydrase	0
438	GENBANK_LOCUS_TAG	SAUSA300_RS02325	SAUSA300_RS02325	0
439	prodigal	WP_000569286.1	methionine ABC transporter ATP-binding protein	0
439	GENBANK_LOCUS_TAG	SAUSA300_RS02330	SAUSA300_RS02330	0
440	prodigal	WP_000467994.1	methionine ABC transporter permease	0
440	GENBANK_LOCUS_TAG	SAUSA300_RS02335	SAUSA300_RS02335	0
441	prodigal	WP_000825521.1	dipeptide ABC transporter glycylmethionine-binding lipoprotein (gmpC)	0
441	GENBANK_LOCUS_TAG	SAUSA300_RS02340	SAUSA300_RS02340	0
442	prodigal	WP_001170264.1	autolysin/adhesin Aaa (aaa)	0
442	GENBANK_LOCUS_TAG	SAUSA300_RS02345	SAUSA300_RS02345	0
443	GENBANK_LOCUS_TAG	SAUSA300_RS02350	SAUSA300_RS02350	0
444	prodigal	WP_000588527.1	NUDIX hydrolase	0
444	GENBANK_LOCUS_TAG	SAUSA300_RS02355	SAUSA300_RS02355	0
445	prodigal	WP_000183669.1	GNAT family N-acetyltransferase	0
445	GENBANK_LOCUS_TAG	SAUSA300_RS02360	SAUSA300_RS02360	0
446	prodigal	WP_000994678.1	YibE/F family protein	0
446	GENBANK_LOCUS_TAG	SAUSA300_RS02365	SAUSA300_RS02365	0
447	prodigal	WP_012211173.1	YibE/F family protein	0
447	GENBANK_LOCUS_TAG	SAUSA300_RS02370	SAUSA300_RS02370	0
448	prodigal	WP_000403916.1	glutamate biosynthesis transcriptional regulator GltC (gltC)	0
448	GENBANK_LOCUS_TAG	SAUSA300_RS02375	SAUSA300_RS02375	0
449	prodigal	WP_000551362.1	glutamate synthase large subunit (gltB)	0
449	GENBANK_LOCUS_TAG	SAUSA300_RS02380	SAUSA300_RS02380	0
450	prodigal	WP_000503581.1	glutamate synthase subunit beta	0
450	GENBANK_LOCUS_TAG	SAUSA300_RS02385	SAUSA300_RS02385	0
451	prodigal	WP_000279374.1	PTS system trehalose-specific EIIBC component (treP)	0
451	GENBANK_LOCUS_TAG	SAUSA300_RS02395	SAUSA300_RS02395	0
452	prodigal	WP_000031515.1	alpha,alpha-phosphotrehalase (treC)	0
452	GENBANK_LOCUS_TAG	SAUSA300_RS02400	SAUSA300_RS02400	0
453	prodigal	WP_001118675.1	trehalose operon repressor (treR)	0
453	GENBANK_LOCUS_TAG	SAUSA300_RS02405	SAUSA300_RS02405	0
454	GENBANK_LOCUS_TAG	SAUSA300_RS02410	SAUSA300_RS02410	0
455	prodigal	WP_001167828.1	GNAT family N-acetyltransferase	0
455	GENBANK_LOCUS_TAG	SAUSA300_RS02415	SAUSA300_RS02415	0
456	prodigal	WP_001109047.1	DNA polymerase III subunit gamma/tau (dnaX)	0
456	GENBANK_LOCUS_TAG	SAUSA300_RS02420	SAUSA300_RS02420	0
457	prodigal	WP_001213992.1	YbaB/EbfC family nucleoid-associated protein	0
457	GENBANK_LOCUS_TAG	SAUSA300_RS02425	SAUSA300_RS02425	0
458	prodigal	WP_000559156.1	recombination mediator RecR (recR)	0
458	GENBANK_LOCUS_TAG	SAUSA300_RS02430	SAUSA300_RS02430	0
459	GENBANK_LOCUS_TAG	SAUSA300_RS02435	SAUSA300_RS02435	0
460	prodigal	WP_000812827.1	aminotransferase class V-fold PLP-dependent enzyme	0
460	GENBANK_LOCUS_TAG	SAUSA300_RS02455	SAUSA300_RS02455	0
461	prodigal	WP_001272126.1	dTMP kinase (tmk)	0
461	GENBANK_LOCUS_TAG	SAUSA300_RS02460	SAUSA300_RS02460	0
462	prodigal	WP_000781979.1	cyclic-di-AMP receptor	0
462	GENBANK_LOCUS_TAG	SAUSA300_RS02465	SAUSA300_RS02465	0
463	prodigal	WP_000344337.1	DNA polymerase III subunit delta' C-terminal domain-containing protein	0
463	GENBANK_LOCUS_TAG	SAUSA300_RS02475	SAUSA300_RS02475	0
464	prodigal	WP_001134194.1	PSP1 domain-containing protein	0
464	GENBANK_LOCUS_TAG	SAUSA300_RS02480	SAUSA300_RS02480	0
465	prodigal	WP_000375686.1	DNA replication initiation control protein YabA (yabA)	0
465	GENBANK_LOCUS_TAG	SAUSA300_RS02485	SAUSA300_RS02485	0
466	prodigal	WP_000910689.1	tRNA1(Val) (adenine(37)-N6)-methyltransferase	0
466	GENBANK_LOCUS_TAG	SAUSA300_RS02490	SAUSA300_RS02490	0
467	prodigal	WP_000377064.1	GIY-YIG nuclease family protein	0
467	GENBANK_LOCUS_TAG	SAUSA300_RS02495	SAUSA300_RS02495	0
468	prodigal	WP_000279926.1	16S rRNA (cytidine(1402)-2'-O)-methyltransferase (rsmI)	0
468	GENBANK_LOCUS_TAG	SAUSA300_RS02500	SAUSA300_RS02500	0
469	prodigal	WP_001051143.1	methionine--tRNA ligase (metG)	0
469	GENBANK_LOCUS_TAG	SAUSA300_RS02510	SAUSA300_RS02510	0
470	prodigal	WP_000904312.1	TatD family hydrolase	0
470	GENBANK_LOCUS_TAG	SAUSA300_RS02515	SAUSA300_RS02515	0
471	prodigal	WP_000700083.1	ribonuclease M5 (rnmV)	0
471	GENBANK_LOCUS_TAG	SAUSA300_RS02520	SAUSA300_RS02520	0
472	prodigal	WP_000886500.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA (rsmA)	0
472	GENBANK_LOCUS_TAG	SAUSA300_RS02525	SAUSA300_RS02525	0
473	prodigal	WP_001126664.1	biofilm formation stimulator Veg (veg)	0
473	GENBANK_LOCUS_TAG	SAUSA300_RS02530	SAUSA300_RS02530	0
474	prodigal	WP_000638870.1	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase (ispE)	0
474	GENBANK_LOCUS_TAG	SAUSA300_RS02535	SAUSA300_RS02535	0
475	prodigal	WP_001269643.1	pur operon repressor (purR)	0
475	GENBANK_LOCUS_TAG	SAUSA300_RS02540	SAUSA300_RS02540	0
476	prodigal	WP_000691766.1	RidA family protein	0
476	GENBANK_LOCUS_TAG	SAUSA300_RS02545	SAUSA300_RS02545	0
477	prodigal	WP_000868999.1	septation regulator SpoVG (spoVG)	0
477	GENBANK_LOCUS_TAG	SAUSA300_RS02550	SAUSA300_RS02550	0
478	GENBANK_LOCUS_TAG	SAUSA300_RS02555	SAUSA300_RS02555	0
479	prodigal	WP_001252529.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU (glmU)	0
479	GENBANK_LOCUS_TAG	SAUSA300_RS02560	SAUSA300_RS02560	0
480	prodigal	WP_000933774.1	ribose-phosphate diphosphokinase	0
480	GENBANK_LOCUS_TAG	SAUSA300_RS02565	SAUSA300_RS02565	0
481	prodigal	WP_000157650.1	50S ribosomal protein L25/general stress protein Ctc	0
481	GENBANK_LOCUS_TAG	SAUSA300_RS02575	SAUSA300_RS02575	0
482	prodigal	WP_000649791.1	aminoacyl-tRNA hydrolase (pth)	0
482	GENBANK_LOCUS_TAG	SAUSA300_RS02580	SAUSA300_RS02580	0
483	prodigal	WP_000154228.1	transcription-repair coupling factor (mfd)	0
483	GENBANK_LOCUS_TAG	SAUSA300_RS02585	SAUSA300_RS02585	0
484	prodigal	WP_000680733.1	polysaccharide biosynthesis protein	0
484	GENBANK_LOCUS_TAG	SAUSA300_RS02590	SAUSA300_RS02590	0
485	prodigal	WP_000951448.1	MazG nucleotide pyrophosphohydrolase domain-containing protein	0
485	GENBANK_LOCUS_TAG	SAUSA300_RS02595	SAUSA300_RS02595	0
486	prodigal	WP_001234988.1	RNA-binding S4 domain-containing protein	0
486	GENBANK_LOCUS_TAG	SAUSA300_RS02600	SAUSA300_RS02600	0
487	prodigal	WP_000792417.1	cell division protein DivIC (divIC)	0
487	GENBANK_LOCUS_TAG	SAUSA300_RS02605	SAUSA300_RS02605	0
488	prodigal	WP_000021445.1	S1 domain-containing RNA-binding protein	0
488	GENBANK_LOCUS_TAG	SAUSA300_RS02610	SAUSA300_RS02610	0
489	prodigal	WP_001176715.1	tRNA lysidine(34) synthetase TilS (tilS)	0
489	GENBANK_LOCUS_TAG	SAUSA300_RS02615	SAUSA300_RS02615	0
490	prodigal	WP_000551283.1	hypoxanthine phosphoribosyltransferase (hpt)	0
490	GENBANK_LOCUS_TAG	SAUSA300_RS02620	SAUSA300_RS02620	0
491	prodigal	WP_001167887.1	ATP-dependent zinc metalloprotease FtsH (ftsH)	0
491	GENBANK_LOCUS_TAG	SAUSA300_RS02625	SAUSA300_RS02625	0
492	prodigal	WP_000148605.1	Hsp33 family molecular chaperone HslO (hslO)	0
492	GENBANK_LOCUS_TAG	SAUSA300_RS02630	SAUSA300_RS02630	0
493	prodigal	WP_000057594.1	cysteine synthase A (cysK)	0
493	GENBANK_LOCUS_TAG	SAUSA300_RS02635	SAUSA300_RS02635	0
494	prodigal	WP_000167924.1	dihydropteroate synthase (folP)	0
494	GENBANK_LOCUS_TAG	SAUSA300_RS02640	SAUSA300_RS02640	0
495	prodigal	WP_001154302.1	dihydroneopterin aldolase (folB)	0
495	GENBANK_LOCUS_TAG	SAUSA300_RS02645	SAUSA300_RS02645	0
496	prodigal	WP_000613716.1	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase (folK)	0
496	GENBANK_LOCUS_TAG	SAUSA300_RS02650	SAUSA300_RS02650	0
497	GENBANK_LOCUS_TAG	SAUSA300_RS02655	SAUSA300_RS02655	0
498	prodigal	WP_001288202.1	lysine--tRNA ligase (lysS)	0
498	GENBANK_LOCUS_TAG	SAUSA300_RS02660	SAUSA300_RS02660	0
499	prodigal	WP_000799248.1	PLP-dependent aminotransferase family protein	0
499	GENBANK_LOCUS_TAG	SAUSA300_RS02695	SAUSA300_RS02695	0
500	prodigal	WP_000034728.1	pyridoxal 5'-phosphate synthase lyase subunit PdxS (pdxS)	0
500	GENBANK_LOCUS_TAG	SAUSA300_RS02700	SAUSA300_RS02700	0
501	prodigal	WP_000690439.1	pyridoxal 5'-phosphate synthase glutaminase subunit PdxT (pdxT)	0
501	GENBANK_LOCUS_TAG	SAUSA300_RS02705	SAUSA300_RS02705	0
502	prodigal	WP_000547794.1	NupC/NupG family nucleoside CNT transporter	0
502	GENBANK_LOCUS_TAG	SAUSA300_RS02710	SAUSA300_RS02710	0
503	prodigal	WP_000551762.1	CtsR family transcriptional regulator	0
503	GENBANK_LOCUS_TAG	SAUSA300_RS02715	SAUSA300_RS02715	0
504	prodigal	WP_000882069.1	UvrB/UvrC motif-containing protein	0
504	GENBANK_LOCUS_TAG	SAUSA300_RS02720	SAUSA300_RS02720	0
505	prodigal	WP_000149503.1	protein arginine kinase	0
505	GENBANK_LOCUS_TAG	SAUSA300_RS02725	SAUSA300_RS02725	0
506	prodigal	WP_000897132.1	ATP-dependent Clp protease ATP-binding subunit	0
506	GENBANK_LOCUS_TAG	SAUSA300_RS02730	SAUSA300_RS02730	0
507	prodigal	WP_001085220.1	DNA repair protein RadA (radA)	0
507	GENBANK_LOCUS_TAG	SAUSA300_RS02740	SAUSA300_RS02740	0
508	prodigal	WP_001028376.1	PIN/TRAM domain-containing protein	0
508	GENBANK_LOCUS_TAG	SAUSA300_RS02745	SAUSA300_RS02745	0
509	prodigal	WP_001283792.1	glutamate--tRNA ligase (gltX)	0
509	GENBANK_LOCUS_TAG	SAUSA300_RS02750	SAUSA300_RS02750	0
510	prodigal	WP_001805237.1	serine O-acetyltransferase (cysE)	0
510	GENBANK_LOCUS_TAG	SAUSA300_RS02755	SAUSA300_RS02755	0
511	prodigal	WP_000631963.1	cysteine--tRNA ligase (cysS)	0
511	GENBANK_LOCUS_TAG	SAUSA300_RS02760	SAUSA300_RS02760	0
512	prodigal	WP_000370182.1	Mini-ribonuclease 3	0
512	GENBANK_LOCUS_TAG	SAUSA300_RS02765	SAUSA300_RS02765	0
513	prodigal	WP_000390328.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB (rlmB)	0
513	GENBANK_LOCUS_TAG	SAUSA300_RS02770	SAUSA300_RS02770	0
514	prodigal	WP_000664738.1	NYN domain-containing protein	0
514	GENBANK_LOCUS_TAG	SAUSA300_RS02775	SAUSA300_RS02775	0
515	prodigal	WP_000872873.1	sigma-70 family RNA polymerase sigma factor	0
515	GENBANK_LOCUS_TAG	SAUSA300_RS02780	SAUSA300_RS02780	0
516	prodigal	WP_001788193.1	50S ribosomal protein L33 (rpmG)	0
516	GENBANK_LOCUS_TAG	SAUSA300_RS15115	SAUSA300_RS15115	0
517	prodigal	WP_001074474.1	preprotein translocase subunit SecE (secE)	0
517	GENBANK_LOCUS_TAG	SAUSA300_RS02785	SAUSA300_RS02785	0
518	prodigal	WP_001288302.1	transcription termination/antitermination protein NusG (nusG)	0
518	GENBANK_LOCUS_TAG	SAUSA300_RS02790	SAUSA300_RS02790	0
519	prodigal	WP_001085792.1	50S ribosomal protein L11 (rplK)	0
519	GENBANK_LOCUS_TAG	SAUSA300_RS02795	SAUSA300_RS02795	0
520	prodigal	WP_001074619.1	50S ribosomal protein L1 (rplA)	0
520	GENBANK_LOCUS_TAG	SAUSA300_RS02800	SAUSA300_RS02800	0
521	prodigal	WP_001273085.1	50S ribosomal protein L10 (rplJ)	0
521	GENBANK_LOCUS_TAG	SAUSA300_RS02805	SAUSA300_RS02805	0
522	prodigal	WP_001273586.1	50S ribosomal protein L7/L12 (rplL)	0
522	GENBANK_LOCUS_TAG	SAUSA300_RS02810	SAUSA300_RS02810	0
523	prodigal	WP_000020304.1	class I SAM-dependent methyltransferase	0
523	GENBANK_LOCUS_TAG	SAUSA300_RS02815	SAUSA300_RS02815	0
524	prodigal	WP_000918667.1	DNA-directed RNA polymerase subunit beta (rpoB)	0
524	GENBANK_LOCUS_TAG	SAUSA300_RS02820	SAUSA300_RS02820	0
525	prodigal	WP_011443619.1	DNA-directed RNA polymerase subunit beta' (rpoC)	0
525	GENBANK_LOCUS_TAG	SAUSA300_RS02825	SAUSA300_RS02825	0
526	prodigal	WP_000031892.1	ribosomal L7Ae/L30e/S12e/Gadd45 family protein	0
526	GENBANK_LOCUS_TAG	SAUSA300_RS02830	SAUSA300_RS02830	0
527	prodigal	WP_001142337.1	30S ribosomal protein S12 (rpsL)	0
527	GENBANK_LOCUS_TAG	SAUSA300_RS02835	SAUSA300_RS02835	0
528	prodigal	WP_000090315.1	elongation factor G (fusA)	0
528	GENBANK_LOCUS_TAG	SAUSA300_RS02845	SAUSA300_RS02845	0
529	prodigal	WP_001040568.1	elongation factor Tu (tuf)	0
529	GENBANK_LOCUS_TAG	SAUSA300_RS02850	SAUSA300_RS02850	0
530	prodigal	WP_000887915.1	M20 family metallopeptidase	0
530	GENBANK_LOCUS_TAG	SAUSA300_RS02855	SAUSA300_RS02855	0
531	prodigal	WP_000250824.1	glycine C-acetyltransferase	0
531	GENBANK_LOCUS_TAG	SAUSA300_RS02860	SAUSA300_RS02860	0
532	prodigal	WP_000076404.1	glyoxalase III HchA (hchA)	0
532	GENBANK_LOCUS_TAG	SAUSA300_RS02865	SAUSA300_RS02865	0
533	prodigal	WP_000122340.1	ribulokinase	0
533	GENBANK_LOCUS_TAG	SAUSA300_RS02870	SAUSA300_RS02870	0
534	prodigal	WP_000723301.1	NAD-dependent epimerase/dehydratase family protein	0
534	GENBANK_LOCUS_TAG	SAUSA300_RS02875	SAUSA300_RS02875	0
535	prodigal	WP_000076036.1	branched-chain amino acid aminotransferase	0
535	GENBANK_LOCUS_TAG	SAUSA300_RS02880	SAUSA300_RS02880	0
536	prodigal	WP_000454784.1	HAD family hydrolase	0
536	GENBANK_LOCUS_TAG	SAUSA300_RS02885	SAUSA300_RS02885	0
537	prodigal	WP_001067262.1	deoxynucleoside kinase	0
537	GENBANK_LOCUS_TAG	SAUSA300_RS02890	SAUSA300_RS02890	0
538	prodigal	WP_001039519.1	deoxynucleoside kinase	0
538	GENBANK_LOCUS_TAG	SAUSA300_RS02895	SAUSA300_RS02895	0
539	prodigal	WP_000180281.1	tRNA adenosine(34) deaminase TadA (tadA)	0
539	GENBANK_LOCUS_TAG	SAUSA300_RS02900	SAUSA300_RS02900	0
540	prodigal	WP_000593367.1	Cof-type HAD-IIB family hydrolase	0
540	GENBANK_LOCUS_TAG	SAUSA300_RS02905	SAUSA300_RS02905	0
541	prodigal	WP_000677261.1	NADPH-dependent FMN reductase	0
541	GENBANK_LOCUS_TAG	SAUSA300_RS02910	SAUSA300_RS02910	0
542	prodigal	WP_001060483.1	MSCRAMM family adhesin SdrC (sdrC)	0
542	GENBANK_LOCUS_TAG	SAUSA300_RS02915	SAUSA300_RS02915	0
543	prodigal	WP_000934424.1	MSCRAMM family adhesin SdrD (sdrD)	0
543	GENBANK_LOCUS_TAG	SAUSA300_RS02920	SAUSA300_RS02920	0
544	prodigal	WP_000610319.1	MSCRAMM family adhesin SdrE (sdrE)	0
544	GENBANK_LOCUS_TAG	SAUSA300_RS02925	SAUSA300_RS02925	0
545	prodigal	WP_001106738.1	serine-aspartate repeat adhesin O-glycosyltransferase SdgA (sdgA)	0
545	GENBANK_LOCUS_TAG	SAUSA300_RS02930	SAUSA300_RS02930	0
546	prodigal	WP_001106113.1	serine-aspartate repeat adhesin O-glycosyltransferase SdgB (sdgB)	0
546	GENBANK_LOCUS_TAG	SAUSA300_RS02935	SAUSA300_RS02935	0
547	prodigal	WP_000134232.1	GTP cyclohydrolase FolE2 (folE2)	0
547	GENBANK_LOCUS_TAG	SAUSA300_RS02940	SAUSA300_RS02940	0
548	prodigal	WP_000129063.1	bacillithiol biosynthesis deacetylase BshB2 (bshB2)	0
548	GENBANK_LOCUS_TAG	SAUSA300_RS02945	SAUSA300_RS02945	0
549	prodigal	WP_001547756.1	YojF family protein	0
549	GENBANK_LOCUS_TAG	SAUSA300_RS02950	SAUSA300_RS02950	0
550	prodigal	WP_000866415.1	glucosamine-6-phosphate deaminase (nagB)	0
550	GENBANK_LOCUS_TAG	SAUSA300_RS02955	SAUSA300_RS02955	0
551	prodigal	WP_000422858.1	3-hexulose-6-phosphate synthase (hxlA)	0
551	GENBANK_LOCUS_TAG	SAUSA300_RS02960	SAUSA300_RS02960	0
552	prodigal	WP_001051594.1	6-phospho-3-hexuloisomerase (hxlB)	0
552	GENBANK_LOCUS_TAG	SAUSA300_RS02965	SAUSA300_RS02965	0
553	prodigal	WP_000667097.1	HAD family hydrolase	0
553	GENBANK_LOCUS_TAG	SAUSA300_RS02970	SAUSA300_RS02970	0
554	prodigal	WP_000347061.1	MFS transporter	0
554	GENBANK_LOCUS_TAG	SAUSA300_RS02975	SAUSA300_RS02975	0
555	prodigal	WP_001100835.1	long-chain fatty acid--CoA ligase	0
555	GENBANK_LOCUS_TAG	SAUSA300_RS02985	SAUSA300_RS02985	0
556	prodigal	WP_001070676.1	thiolase family protein	0
556	GENBANK_LOCUS_TAG	SAUSA300_RS02990	SAUSA300_RS02990	0
557	prodigal	WP_001165058.1	protein VraC	0
557	GENBANK_LOCUS_TAG	SAUSA300_RS02995	SAUSA300_RS02995	0
558	GENBANK_LOCUS_TAG	SAUSA300_RS03000	SAUSA300_RS03000	0
559	prodigal	WP_000587958.1	C1q-binding complement inhibitor VraX (vraX)	0
559	GENBANK_LOCUS_TAG	SAUSA300_RS03005	SAUSA300_RS03005	0
560	prodigal	WP_001185462.1	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase (thiD)	0
560	GENBANK_LOCUS_TAG	SAUSA300_RS03010	SAUSA300_RS03010	0
561	prodigal	WP_000455256.1	uracil-DNA glycosylase	0
561	GENBANK_LOCUS_TAG	SAUSA300_RS03015	SAUSA300_RS03015	0
562	prodigal	WP_000934517.1	DUF5327 family protein	0
562	GENBANK_LOCUS_TAG	SAUSA300_RS03020	SAUSA300_RS03020	0
563	prodigal	WP_000765183.1	DUF423 domain-containing protein	0
563	GENBANK_LOCUS_TAG	SAUSA300_RS03025	SAUSA300_RS03025	0
564	prodigal	WP_000412514.1	APC family permease	0
564	GENBANK_LOCUS_TAG	SAUSA300_RS03030	SAUSA300_RS03030	0
565	prodigal	WP_000498572.1	threonine/serine exporter family protein	0
565	GENBANK_LOCUS_TAG	SAUSA300_RS03035	SAUSA300_RS03035	0
566	prodigal	WP_000354088.1	threonine/serine exporter family protein	0
566	GENBANK_LOCUS_TAG	SAUSA300_RS03040	SAUSA300_RS03040	0
567	prodigal	WP_000075703.1	hydrogen peroxide-dependent heme synthase (hemQ)	0
567	GENBANK_LOCUS_TAG	SAUSA300_RS03045	SAUSA300_RS03045	0
568	prodigal	WP_000774281.1	phosphate acetyltransferase (pta)	0
568	GENBANK_LOCUS_TAG	SAUSA300_RS03050	SAUSA300_RS03050	0
569	prodigal	WP_000362357.1	lipoate--protein ligase family protein	0
569	GENBANK_LOCUS_TAG	SAUSA300_RS03055	SAUSA300_RS03055	0
570	prodigal	WP_000197034.1	mevalonate kinase (mvk)	0
570	GENBANK_LOCUS_TAG	SAUSA300_RS03060	SAUSA300_RS03060	0
571	prodigal	WP_000597335.1	diphosphomevalonate decarboxylase (mvaD)	0
571	GENBANK_LOCUS_TAG	SAUSA300_RS03065	SAUSA300_RS03065	0
572	prodigal	WP_000616888.1	phosphomevalonate kinase	0
572	GENBANK_LOCUS_TAG	SAUSA300_RS03070	SAUSA300_RS03070	0
573	prodigal	WP_000798968.1	DUF1450 domain-containing protein	0
573	GENBANK_LOCUS_TAG	SAUSA300_RS03075	SAUSA300_RS03075	0
574	prodigal	WP_000860581.1	hypothiocyanous acid reductase MerA (merA)	0
574	GENBANK_LOCUS_TAG	SAUSA300_RS03080	SAUSA300_RS03080	0
575	prodigal	WP_001047239.1	redox-sensitive transcriptional regulator HypR (hypR)	0
575	GENBANK_LOCUS_TAG	SAUSA300_RS03085	SAUSA300_RS03085	0
576	GENBANK_LOCUS_TAG	SAUSA300_RS03090	SAUSA300_RS03090	0
577	prodigal	WP_000020800.1	T7SS effector LXG polymorphic toxin	0
577	GENBANK_LOCUS_TAG	SAUSA300_RS03095	SAUSA300_RS03095	0
578	prodigal	WP_000898356.1	DUF443 family protein	0
578	GENBANK_LOCUS_TAG	SAUSA300_RS03100	SAUSA300_RS03100	0
579	prodigal	WP_000404342.1	DUF443 domain-containing protein	0
579	GENBANK_LOCUS_TAG	SAUSA300_RS03105	SAUSA300_RS03105	0
580	prodigal	WP_000882165.1	DUF443 family protein	0
580	GENBANK_LOCUS_TAG	SAUSA300_RS03110	SAUSA300_RS03110	0
581	prodigal	WP_000882154.1	DUF443 domain-containing protein	0
581	GENBANK_LOCUS_TAG	SAUSA300_RS03115	SAUSA300_RS03115	0
582	GENBANK_LOCUS_TAG	SAUSA300_RS03120	SAUSA300_RS03120	0
583	prodigal	WP_000882085.1	DUF443 family protein	0
583	GENBANK_LOCUS_TAG	SAUSA300_RS03125	SAUSA300_RS03125	0
584	prodigal	WP_001793603.1	DUF443 domain-containing protein	0
584	GENBANK_LOCUS_TAG	SAUSA300_RS03130	SAUSA300_RS03130	0
585	prodigal	WP_000923036.1	DUF443 domain-containing protein	0
585	GENBANK_LOCUS_TAG	SAUSA300_RS03140	SAUSA300_RS03140	0
586	prodigal	WP_000882182.1	DUF443 family protein	0
586	GENBANK_LOCUS_TAG	SAUSA300_RS03145	SAUSA300_RS03145	0
587	prodigal	WP_000882123.1	DUF443 domain-containing protein	0
587	GENBANK_LOCUS_TAG	SAUSA300_RS03150	SAUSA300_RS03150	0
